UserID,FirstName,LastName,DateOfBirth,Sex,Street,City,LicensePlate,Married,NumberPets,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,NumberExistingCredits,NumberPeopleMaintenance,OwnCar,ForeignWorker,CheckingAccountStatus.lt.0,CheckingAccountStatus.0.to.200,CheckingAccountStatus.gt.200,CheckingAccountStatus.none,CreditHistory.NoCredit.AllPaid,CreditHistory.ThisBank.AllPaid,CreditHistory.PaidDuly,CreditHistory.Delay,CreditHistory.Critical,Purpose.NewCar,Purpose.UsedCar,Purpose.Furniture.Equipment,Purpose.Radio.Television,Purpose.DomesticAppliance,Purpose.Repairs,Purpose.Education,Purpose.Vacation,Purpose.Retraining,Purpose.Business,Purpose.Other,OtherDebtorsGuarantors.None,OtherDebtorsGuarantors.CoApplicant,OtherDebtorsGuarantors.Guarantor,Property.RealEstate,Property.Insurance,Property.CarOther,Property.Unknown,OtherInstallmentPlans.Bank,OtherInstallmentPlans.Stores,OtherInstallmentPlans.None,Housing.Rent,Housing.Own,Housing.ForFree,Job.UnemployedUnskilled,Job.UnskilledResident,Job.SkilledEmployee,Job.Management.SelfEmp.HighlyQualified,EmploymentDuration,SavingsAccountBonds,BadCredit
290-99-5452,Jennifer,Arias,1961-07-24,F,533 Hernandez Drives Apt. 109,North Judithbury,E22 1DO,1.0,2.0,15,9081,1,4,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,13.0,404.0,0
399-24-8153,Melissa,Riley,1997-06-19,F,6189 Pineda Fords Suite 052,East Jill,GLC 004,1.0,0.0,18,3823,4,4,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,3.0,0.0,1
619-64-4553,John,Levy,1998-04-25,M,2565 Adrian Tunnel Apt. 461,East Jill,KEB-238,0.0,1.0,12,3985,4,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1.0,0.0,0
542-76-3223,Terry,Le,1991-06-20,M,05595 Smith Orchard Apt. 325,East Jill,8V486,0.0,1.0,21,22824,4,4,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.0,490.0,1
475-78-9370,Jeffrey,Dodson,1994-11-01,M,9848 Williams Isle,North Judithbury,176 NSU,1.0,0.0,24,4433,4,3,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,6.0,387.0,0
441-07-1247,David,Edwards,1980-06-29,M,4403 Foster Avenue,New Roberttown,HBH 7360,1.0,1.0,12,2079,3,3,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,9.0,0.0,0
702-55-1306,Robert,Hill,1991-02-18,M,84907 Amanda Plaza Suite 136,New Kellystad,XKF-830,0.0,2.0,30,5594,2,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,1
160-16-0055,Erin,Sanchez,1989-10-17,F,12424 Perry Meadow Apt. 251,North Noahstad,4-8811J,1.0,0.0,10,5222,1,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,248.0,0
636-99-1416,Troy,Jones,1994-04-18,M,17518 Dixon Orchard Suite 151,Lake Debra,384 FM0,0.0,2.0,12,6511,1,4,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,15.0,0.0,0
855-85-8100,Willie,Martin,1958-10-29,M,88375 Matthew Loaf Suite 186,East Jessetown,9F G7913,0.0,2.0,12,2979,2,4,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,10.0,0.0,0
609-67-9199,Kristin,Ellis,1996-04-15,F,530 Shawn Alley Suite 055,New Roberttown,05-7121X,1.0,0.0,24,5062,2,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,13.0,338.0,0
713-34-6220,Pamela,Watkins,1996-02-10,F,8851 Kristi Route Suite 348,East Jill,JBD 042,1.0,0.0,36,14517,3,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2.0,0.0,1
271-99-5469,Zachary,Ramirez,1986-06-05,M,85174 Russell Burg Suite 521,North Judithbury,QTT1511,0.0,2.0,21,5895,1,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,9.0,0.0,0
566-85-4875,Fernando,Martinez,1969-04-24,M,130 Collins Trace,Lake Debra,YRC-8984,0.0,2.0,24,4001,4,4,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,14.0,344.0,0
416-70-1752,Brian,Powell,1954-08-21,M,6154 Derrick Court,Ericmouth,0AD P75,0.0,0.0,12,2664,2,4,3,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,,887.0,0
698-67-4478,Deborah,Garza,1996-08-17,F,52291 Thomas Stream,Port Jesseville,EFX8360,1.0,1.0,24,2468,4,4,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,3.0,60.0,1
605-53-9476,Kenneth,Blair,1985-03-11,M,8306 Christina Loaf,Port Jesseville,MQJ 526,0.0,2.0,36,6363,4,4,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5.0,0.0,0
189-83-9507,Donna,Wright,1995-12-08,F,649 Smith Crescent,East Jessetown,SG2 X9I,1.0,2.0,18,6316,4,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
668-27-1815,Bryan,Lambert,1983-12-14,M,033 Jessica Spur,North Judithbury,EGI 190,0.0,1.0,36,10280,4,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,9.0,1956.0,0
399-46-3081,Sandra,Smith,1955-05-12,F,3722 Misty Islands,East Jill,8-47323M,1.0,1.0,18,6970,2,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,,0.0,0
297-27-6774,Sergio,Hodge,1996-01-17,M,7460 Smith Mountain,East Jessetown,HBZ 078,0.0,0.0,39,8879,2,2,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6.0,0.0,1
226-57-2188,Brian,Mitchell,1962-05-09,M,2607 Brenda Keys Suite 373,East Jill,IPM 427,0.0,0.0,24,3492,4,4,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,11.0,1581.0,0
248-37-4131,Alan,Young,1989-09-30,M,3882 Joseph Land Suite 148,East Jill,191 XMA,0.0,0.0,12,2538,2,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3.0,0.0,0
192-14-5020,Rhonda,Todd,1998-08-20,F,780 Susan Islands,East Jill,86-95073,1.0,1.0,12,1505,4,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.0,428.0,1
505-30-7059,Nathan,Coleman,1960-12-07,M,369 Davis Mountains Apt. 350,New Roberttown,3LPY 85,0.0,2.0,20,11642,1,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,505.0,0
756-28-3580,Tyler,Smith,1987-01-24,M,92360 Stuart Place,Lake Debra,CDV-8723,0.0,2.0,18,3494,4,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4.0,1279.0,0
550-96-3952,Jacob,Johnson,1981-11-26,M,614 Orozco Course,North Judithbury,1HTD 49,0.0,0.0,22,4815,3,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,12.0,583.0,0
438-90-5718,Andrew,Barker,1983-02-27,M,073 Clay Courts,North Judithbury,893940,0.0,2.0,48,4952,4,3,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,11.0,190.0,0
303-59-1004,Timothy,Mullins,1972-05-30,M,19043 Lynn Fort,North Judithbury,BXF-3332,0.0,2.0,48,11203,4,4,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12.0,0.0,1
036-69-2869,Matthew,Perez,1994-08-10,M,13546 Hailey Village,Lake Debra,HPM 025,0.0,2.0,40,10796,4,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2.0,0.0,1
606-75-5408,Melinda,Orozco,1982-12-14,F,23126 Ryan Squares,Lisatown,ZIW 888,1.0,2.0,21,2138,2,4,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,13.0,0.0,1
792-69-7617,Stephen,Moore,1980-03-31,M,6297 Stewart Rest,North Judithbury,0X Z3646,0.0,2.0,24,11363,3,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,12.0,88.0,0
185-69-3798,Timothy,Baxter,1994-04-24,M,203 Ann Locks,Lake Chad,SWX 208,1.0,2.0,6,2198,1,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1.0,189.0,0
563-18-2922,Robert,Allen,1971-01-22,M,981 Amber Corner,East Jill,4QRC 45,0.0,1.0,24,5206,3,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12.0,0.0,0
698-36-5533,Andrew,Henry,1989-09-28,M,31829 Jones Stravenue,North Judithbury,R57 2CX,0.0,0.0,24,5512,4,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,11.0,696.0,0
450-69-6088,Amanda,Cannon,1999-10-09,F,001 Martin Summit,Lake Roberto,S37 1CC,1.0,1.0,9,4142,2,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,485.0,0
559-19-9837,Anthony,Mccoy,1970-09-14,M,255 Chambers Underpass,Port Keith,421-UJYJ,0.0,1.0,18,13520,1,4,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,11.0,596.0,1
051-01-4281,Mary,Fernandez,1998-10-29,F,8122 Mason Turnpike Apt. 567,Lake Chad,009 QNO,1.0,0.0,12,2264,2,4,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0.0,0
842-22-9451,Stephen,Gray,1967-09-21,M,58482 Gray Crossing Apt. 624,North Judithbury,054 HKL,1.0,2.0,24,1291,4,4,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,12.0,241.0,0
798-82-8616,James,Williams,1987-04-08,M,706 John Rapids,Cassandraton,50R OT9,0.0,2.0,9,2788,4,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,121.0,0
410-35-3969,Cody,Brown,1967-02-24,M,16481 Jose Street Suite 287,East Jill,HQG-6381,0.0,1.0,24,2875,4,4,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,9.0,0.0,0
318-33-1347,Brittney,Jones,1973-04-24,F,428 Russell Estate Apt. 362,East Jill,631 XXQ,1.0,2.0,18,3231,3,4,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,15.0,0.0,0
685-11-7698,Julia,Williams,1996-06-17,F,6255 Cline Canyon Apt. 635,New Roberttown,4RVF 30,1.0,1.0,20,7690,1,4,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,8.0,0.0,0
625-90-1009,James,Jenkins,1985-08-25,M,8988 Kelsey Street Apt. 538,Lisatown,QQF-4527,0.0,1.0,12,1757,4,4,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,12.0,226.0,0
826-14-1476,Megan,Morgan,1997-10-26,F,043 Sabrina Fords Suite 384,North Judithbury,6KW D32,1.0,0.0,12,13450,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,,489.0,0
741-10-1375,Brandon,Greene,1998-01-02,M,180 John Course Apt. 732,New Kellystad,UK6 H0B,0.0,1.0,36,16688,2,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,6.0,0.0,1
798-54-1836,Thomas,Carr,1995-04-09,M,6178 Maxwell Stravenue Apt. 023,North Judithbury,0915,1.0,2.0,6,1062,3,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0
377-79-5666,Joshua,Monroe,1955-12-03,M,65774 Morrow Ranch,Jacquelineland,X93 6NA,0.0,1.0,12,1674,4,4,4,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,15.0,223.0,0
175-93-2584,Cesar,Brown,1966-10-05,M,118 Rodriguez Highway Apt. 368,New Roberttown,263-KAS,0.0,2.0,42,16709,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,,0.0,0
418-96-0703,Teresa,Obrien,1994-10-06,F,37455 Jones Glens,Cassandraton,WXX4288,1.0,0.0,15,3200,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.0,1
838-98-0447,Ronald,Mccoy,1994-12-17,M,76660 Darren Crossroad Suite 003,North Judithbury,6QGL691,1.0,1.0,8,1633,3,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,0
112-63-7951,James,Cohen,1992-12-15,M,3123 Merritt Knolls,East Jill,269NQR,1.0,2.0,6,871,3,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6.0,0.0,0
799-25-5614,Jeff,Hoffman,1998-03-20,M,384 Brady Canyon,Robinsonshire,087 HJR,0.0,2.0,36,17332,4,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,1
520-48-9249,Edwin,Woods,1968-04-12,M,0335 Brian Shores,North Judithbury,090 OWW,0.0,2.0,48,5492,3,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2.0,0.0,1
658-78-9836,Kevin,Brown,1974-11-04,M,9207 Aguilar Expressway Suite 999,North Judithbury,NYT-9648,0.0,2.0,48,7076,4,4,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5.0,0.0,1
634-25-2870,Nichole,Lowe,1967-12-29,F,84285 Walsh Port Apt. 259,Cassandraton,JAY Q49,1.0,1.0,36,13378,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4.0,0.0,0
783-54-0501,Steve,Rodriguez,1960-02-18,M,2669 Ricky Squares,Lake Roberto,617 RPE,0.0,2.0,6,2408,1,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,867.0,0
776-03-4665,Maria,Thompson,1996-10-18,F,8389 Mark Shore,Ericmouth,38L U28,1.0,1.0,6,2797,1,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4.0,0.0,0
392-74-6199,Ronald,Merritt,1978-01-06,M,129 Peterson Plaza Apt. 695,New Kellystad,418 VEN,0.0,1.0,36,28543,2,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,0.0,0
409-70-2441,Gregory,Mccoy,1996-04-12,M,87612 Lindsay Island,Cassandraton,143 4KY,1.0,1.0,18,2421,4,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2.0,0.0,1
516-26-1230,David,Hogan,1993-12-30,M,400 Timothy Fork Apt. 086,East Jessetown,61M 016,1.0,1.0,12,1982,3,2,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
643-19-0825,Brad,Lee,1996-11-07,M,01680 Miller Roads Apt. 507,North Judithbury,2-83976Y,1.0,0.0,12,5429,3,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
569-12-8063,Nicholas,Walker,1979-07-24,M,0777 Myers Centers Suite 266,East Jill,2ET50,0.0,1.0,36,4882,2,2,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,7.0,0.0,1
208-45-6576,Neil,Mckenzie,1974-05-04,M,29914 Ray Pine Suite 133,New Roberttown,O 312552,0.0,1.0,8,1316,4,4,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,7.0,0.0,0
686-41-2169,Brian,Stephens,1986-10-30,M,0321 Carrie Alley,North Judithbury,6DH Y38,0.0,2.0,18,6804,3,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0
885-51-4818,John,Payne,1992-03-26,M,1337 Patricia Plains Suite 449,Herrerafurt,502XFS,1.0,0.0,21,2884,4,3,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,13.0,0.0,0
759-64-8412,Katrina,Dudley,1988-06-22,F,4403 Harris Glen,New Kellystad,MPR D27,1.0,2.0,18,7139,1,4,3,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,8.0,0.0,1
804-94-9937,Christopher,Lopez,1984-12-03,M,17982 Courtney Green,North Judithbury,NFS 857,0.0,0.0,18,7497,2,2,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.0,0.0,1
805-90-9644,Jeffrey,Chang,1974-02-15,M,318 Amy Island,North Judithbury,5-39707A,0.0,0.0,36,15003,3,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,11.0,418.0,1
675-22-2957,Joshua,Fields,1983-12-09,M,177 Richard Parks Apt. 682,Cassandraton,06LY821,0.0,0.0,48,12026,4,4,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4.0,383.0,0
585-18-5364,Danny,Bailey,1977-05-17,M,65058 Giles Spur,Cassandraton,MS2 1821,0.0,1.0,24,4275,4,2,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4.0,692.0,0
039-43-0556,Laura,Novak,1999-03-17,F,984 Russell Rest,North Judithbury,022 JZR,1.0,2.0,18,2189,4,3,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,1
567-81-1082,Trevor,Holt,1991-08-01,M,869 Romero Highway,New Roberttown,E59 8JT,0.0,2.0,45,21269,2,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,9.0,0.0,1
788-85-3060,Maria,Campbell,1978-08-12,F,887 Heather Mill Apt. 523,Port Keith,738 MOM,1.0,1.0,24,9151,2,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8.0,182.0,0
529-74-3214,Allison,Gilbert,1995-12-05,F,1917 Bishop Park Suite 829,Lisatown,722 5NQ,1.0,1.0,15,4189,2,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,1
340-88-7482,Johnny,Brady,1972-12-19,M,806 Faith Turnpike Apt. 504,North Judithbury,5669,0.0,0.0,12,1948,4,4,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2.0,0.0,1
847-79-4820,Laura,Johnson,2001-06-03,F,48255 King Pine,Cassandraton,OSM 325,1.0,0.0,12,1595,4,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3.0,474.0,0
169-34-1305,Charlene,Wright,1997-07-18,F,894 Greer Forges,New Roberttown,MRS 156,1.0,2.0,4,1082,1,3,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0.0,0
543-78-6063,Michael,Moon,1957-12-07,M,572 Price Ports,Robinsonshire,ZMS 335,0.0,1.0,24,5323,4,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,15.0,0.0,0
329-97-7992,Brian,Dalton,1975-05-21,M,655 Stephanie Overpass,North Judithbury,IMR 509,1.0,0.0,24,4700,4,3,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,10.0,0.0,0
276-05-1410,Raymond,Mitchell,1992-02-23,M,03491 Sara Creek Suite 972,North Judithbury,593GQW,0.0,1.0,36,9322,4,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,5.0,0.0,1
047-03-4355,Ryan,Clark,1993-08-30,M,54715 Harris Forge Apt. 593,East Jill,81-3675P,0.0,0.0,21,5387,3,2,2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0
620-94-2157,Tiffany,Hernandez,1999-05-06,F,1052 Reyes Pines,Lake Debra,W78 0SQ,1.0,2.0,18,3497,4,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,1
