UserID,FirstName,LastName,DateOfBirth,Sex,Street,City,LicensePlate,Married,NumberPets,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,NumberExistingCredits,NumberPeopleMaintenance,OwnCar,ForeignWorker,EmploymentDuration,SavingsAccountBonds,BadCredit,Purpose,Property,Job,Housing,OtherDebtorsGuarantors,CreditHistory,CheckingAccountStatus,OtherInstallmentPlans
260-75-1928,Amanda,Collins,1997-01-07,F,96102 Selena Mills Apt. 827,North Judithbury,680WS,yes,1.0,12,2210,4,2,1,1,yes,yes,3.0,0.0,1,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
310-24-3661,Melissa,Henry,1954-09-18,F,2049 Simmons Spur Apt. 137,East Jill,HAM-260,yes,2.0,9,1422,4,3,1,1,yes,yes,1.0,565.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
429-61-0550,Gina,Vega,2001-02-27,F,71122 Joy Rapids Apt. 775,East Jessetown,NAW-8581,yes,1.0,27,4626,3,3,1,1,yes,yes,3.0,0.0,1,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
571-34-7830,Diana,Grant,1980-06-29,F,11457 Hunter Gardens Apt. 102,West Michael,923785,yes,2.0,6,450,2,2,2,1,yes,yes,3.0,1773.0,0,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
062-66-0200,Austin,Tyler,1975-01-17,M,618 Jesse Drive,Lake Debra,605 EXW,yes,0.0,15,2369,2,2,2,1,yes,yes,4.0,756.0,0,Purpose.Radio.Television,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
649-81-8871,Ashley,Wade,1997-04-27,F,2537 Jacob Mountains,East Jessetown,268-PGD,yes,0.0,18,3388,4,4,2,1,yes,yes,1.0,0.0,1,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
062-97-7076,Shannon,Jones,1963-01-27,F,217 Ashlee Gateway,Herrerafurt,YNU-5346,yes,2.0,48,11549,4,3,1,1,yes,yes,12.0,0.0,1,Purpose.Business,Property.Unknown,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
295-64-1230,Andrew,Flores,1985-02-10,M,35679 Kaitlyn Crossroad Suite 986,Cassandraton,Y39 8UF,no,2.0,24,2295,2,4,2,1,no,yes,4.0,1152.0,0,Purpose.Business,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
524-63-6326,Jeffrey,Johnson,1987-09-28,M,120 Ramirez Harbors,New Roberttown,548 9547,no,2.0,24,11525,1,2,1,1,yes,yes,0.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
321-42-3923,Peter,Franco,2001-01-14,M,5175 John Grove,East Jessetown,983J,no,1.0,24,3577,2,4,1,2,yes,yes,3.0,0.0,1,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
533-23-1921,Kylie,Bailey,1977-12-28,F,58644 Santiago Field Apt. 435,New Kellystad,379-RRK,yes,1.0,8,1368,4,2,1,1,yes,yes,6.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
150-33-9929,Misty,Walter,1992-10-09,F,95275 Peter Stravenue,New Roberttown,785S,yes,1.0,24,4685,2,4,1,1,no,yes,4.0,1725.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
053-55-8021,Andrea,Martinez,1983-11-12,F,601 Lisa Glens Suite 789,New Kellystad,634QS,yes,1.0,4,6084,1,1,1,2,yes,yes,7.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
677-73-0982,Linda,Alvarez,1993-05-22,F,1221 Wolf Center Apt. 141,New Roberttown,RIE-1630,yes,1.0,36,7182,3,2,1,1,yes,yes,0.0,339.0,0,Purpose.DomesticAppliance,Property.Unknown,Job.UnemployedUnskilled,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
555-79-0286,Alexandra,Morgan,1997-07-18,F,6333 Reilly Knoll Apt. 208,North Judithbury,3KY 263,yes,0.0,24,20808,1,4,2,1,yes,yes,4.0,0.0,1,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
882-77-6336,Troy,Davis,1985-10-21,M,1136 John Ridge Apt. 234,Lake Chad,AHV J69,no,1.0,18,7884,3,4,1,2,no,yes,1.0,405.0,0,Purpose.NewCar,Property.CarOther,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
351-42-0340,Jeremy,Hall,1976-02-13,M,7726 Johnson Track,Lisatown,768G,no,1.0,6,12170,1,3,2,2,no,yes,5.0,0.0,0,Purpose.NewCar,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
389-77-7696,Kathryn,Gilbert,1996-04-16,F,352 Carolyn Square Suite 263,New Roberttown,6K L4343,yes,2.0,30,7704,4,4,2,1,yes,yes,4.0,187.0,1,Purpose.Business,Property.CarOther,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
448-33-5706,Tyler,Parks,1988-12-20,M,170 Armstrong Lake,Lake Chad,7AP N61,no,2.0,24,4185,2,3,1,1,yes,yes,7.0,175.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
538-33-7424,Darryl,Richardson,1997-07-10,M,2239 Meghan Light Suite 031,North Noahstad,FCT8041,no,0.0,10,1886,4,4,1,1,yes,yes,1.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Stores
482-55-2752,Chase,Thomas,1979-11-03,M,2364 Abigail Fort Apt. 909,Robinsonshire,ZZX 248,no,2.0,21,5688,4,3,1,1,no,yes,8.0,195.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
157-69-3061,David,Morton,2000-05-18,M,111 Roth Fall,Lake Debra,DYO-852,no,1.0,24,4469,4,4,1,1,no,yes,3.0,714.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Stores
588-36-7577,David,Smith,1992-01-05,M,8088 Phillip Expressway,North Judithbury,395PEE,no,1.0,39,25522,4,4,2,1,no,yes,5.0,420.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
555-93-6618,David,Thompson,1993-01-11,M,329 Carlos Lane,Ericmouth,AJO8768,no,2.0,13,3235,3,1,2,1,yes,yes,0.0,0.0,0,Purpose.Business,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
392-49-4908,Stacy,Owens,1998-02-10,F,964 Jackson Walks Suite 203,North Judithbury,TLJ-196,yes,2.0,15,4520,1,4,1,1,yes,yes,,0.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
499-52-7641,Jacqueline,Edwards,1985-04-08,F,36279 Deborah Hollow,Jacquelineland,HEA 374,yes,2.0,12,2293,3,1,1,1,yes,yes,0.0,0.0,1,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
080-77-4817,Micheal,Watson,1996-01-18,M,2603 Penny Courts,Jacquelineland,LBL 766,no,2.0,21,9446,1,3,1,1,yes,yes,2.0,574.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
646-67-6083,Henry,Hunt,1988-07-12,M,71553 Weeks Expressway Apt. 128,North Noahstad,083B,no,2.0,15,5452,2,2,1,1,yes,yes,7.0,0.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
158-49-5410,Allison,Powell,1971-12-23,F,9545 Laurie Prairie Apt. 776,North Judithbury,0-8981Q,yes,1.0,6,770,2,1,1,1,no,yes,12.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
438-71-9310,Mary,Gonzales,1998-12-12,F,23196 Foster Canyon Apt. 402,New Roberttown,MNS 362,yes,1.0,18,1757,1,2,1,1,yes,yes,0.0,0.0,1,Purpose.NewCar,Property.CarOther,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
632-94-6097,Dawn,Moon,1997-12-09,F,20471 Taylor Expressway,New Jessica,117P5,yes,1.0,12,1514,2,4,1,1,yes,yes,6.0,446.0,0,Purpose.Business,Property.RealEstate,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
511-93-6631,Sarah,Sosa,1995-07-11,F,885 Rose Shores Suite 933,New Roberttown,584 NPI,yes,2.0,30,10388,4,2,2,1,yes,yes,6.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
493-85-1087,Anthony,Vargas,1965-09-29,M,28333 Stein Courts Suite 666,New Jessica,541-329,no,1.0,12,2799,4,4,2,2,yes,yes,10.0,1980.0,1,Purpose.Repairs,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.None
603-28-6641,Patricia,Howe,1989-09-30,F,6626 Good Isle,Lake Debra,776 DJH,yes,1.0,24,2313,4,4,1,1,yes,yes,6.0,230.0,1,Purpose.NewCar,Property.Unknown,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
439-64-1513,Jeffrey,Young,1947-08-20,M,252 Watkins Walk,Cassandraton,028-DCC,no,1.0,6,2338,1,1,3,2,yes,no,2.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.UnemployedUnskilled,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
170-40-5410,Timothy,Leon,1981-07-05,M,07202 Terrell Lakes,North Judithbury,591V0,no,2.0,15,2288,3,4,2,1,no,yes,4.0,324.0,1,Purpose.Radio.Television,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
067-60-9932,Brett,Davies,1990-02-03,M,90326 Rodriguez Ramp,Port Keith,TQC 942,no,1.0,24,2507,2,2,1,1,no,yes,3.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
314-38-6572,Samuel,Moore,1986-08-20,M,9340 Phelps Shores,Port Keith,HWP 758,no,0.0,12,1244,4,3,2,1,yes,yes,16.0,0.0,1,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
290-99-5452,Jennifer,Arias,1961-07-24,F,533 Hernandez Drives Apt. 109,North Judithbury,E22 1DO,yes,2.0,15,9081,1,4,1,1,no,yes,13.0,404.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
399-24-8153,Melissa,Riley,1997-06-19,F,6189 Pineda Fords Suite 052,East Jill,GLC 004,yes,0.0,18,3823,4,4,2,1,yes,yes,3.0,0.0,1,Purpose.Furniture.Equipment,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
619-64-4553,John,Levy,1998-04-25,M,2565 Adrian Tunnel Apt. 461,East Jill,KEB-238,no,1.0,12,3985,4,3,1,1,yes,yes,1.0,0.0,0,Purpose.Radio.Television,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
542-76-3223,Terry,Le,1991-06-20,M,05595 Smith Orchard Apt. 325,East Jill,8V486,no,1.0,21,22824,4,4,1,1,no,yes,11.0,490.0,1,Purpose.NewCar,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
475-78-9370,Jeffrey,Dodson,1994-11-01,M,9848 Williams Isle,North Judithbury,176 NSU,yes,0.0,24,4433,4,3,2,1,no,yes,6.0,387.0,0,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
441-07-1247,David,Edwards,1980-06-29,M,4403 Foster Avenue,New Roberttown,HBH 7360,yes,1.0,12,2079,3,3,2,1,yes,yes,9.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
702-55-1306,Robert,Hill,1991-02-18,M,84907 Amanda Plaza Suite 136,New Kellystad,XKF-830,no,2.0,30,5594,2,4,1,1,yes,yes,0.0,0.0,1,Purpose.Furniture.Equipment,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
160-16-0055,Erin,Sanchez,1989-10-17,F,12424 Perry Meadow Apt. 251,North Noahstad,4-8811J,yes,0.0,10,5222,1,4,1,1,yes,yes,0.0,248.0,0,Purpose.UsedCar,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
636-99-1416,Troy,Jones,1994-04-18,M,17518 Dixon Orchard Suite 151,Lake Debra,384 FM0,no,2.0,12,6511,1,4,3,1,no,yes,15.0,0.0,0,Purpose.Furniture.Equipment,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
855-85-8100,Willie,Martin,1958-10-29,M,88375 Matthew Loaf Suite 186,East Jessetown,9F G7913,no,2.0,12,2979,2,4,2,1,no,yes,10.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
609-67-9199,Kristin,Ellis,1996-04-15,F,530 Shawn Alley Suite 055,New Roberttown,05-7121X,yes,0.0,24,5062,2,4,1,1,yes,yes,13.0,338.0,0,Purpose.UsedCar,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
713-34-6220,Pamela,Watkins,1996-02-10,F,8851 Kristi Route Suite 348,East Jill,JBD 042,yes,0.0,36,14517,3,2,2,1,no,yes,2.0,0.0,1,Purpose.Education,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
271-99-5469,Zachary,Ramirez,1986-06-05,M,85174 Russell Burg Suite 521,North Judithbury,QTT1511,no,2.0,21,5895,1,4,1,1,no,yes,9.0,0.0,0,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
566-85-4875,Fernando,Martinez,1969-04-24,M,130 Collins Trace,Lake Debra,YRC-8984,no,2.0,24,4001,4,4,2,1,yes,yes,14.0,344.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
416-70-1752,Brian,Powell,1954-08-21,M,6154 Derrick Court,Ericmouth,0AD P75,no,0.0,12,2664,2,4,3,1,yes,yes,,887.0,0,Purpose.NewCar,Property.Unknown,Job.UnemployedUnskilled,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.gt.200,OtherInstallmentPlans.Bank
698-67-4478,Deborah,Garza,1996-08-17,F,52291 Thomas Stream,Port Jesseville,EFX8360,yes,1.0,24,2468,4,4,1,1,yes,yes,3.0,60.0,1,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
605-53-9476,Kenneth,Blair,1985-03-11,M,8306 Christina Loaf,Port Jesseville,MQJ 526,no,2.0,36,6363,4,4,2,1,no,yes,5.0,0.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
189-83-9507,Donna,Wright,1995-12-08,F,649 Smith Crescent,East Jessetown,SG2 X9I,yes,2.0,18,6316,4,1,1,1,yes,yes,4.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
668-27-1815,Bryan,Lambert,1983-12-14,M,033 Jessica Spur,North Judithbury,EGI 190,no,1.0,36,10280,4,2,2,1,no,yes,9.0,1956.0,0,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
399-46-3081,Sandra,Smith,1955-05-12,F,3722 Misty Islands,East Jill,8-47323M,yes,1.0,18,6970,2,4,1,1,no,yes,,0.0,0,Purpose.Repairs,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
297-27-6774,Sergio,Hodge,1996-01-17,M,7460 Smith Mountain,East Jessetown,HBZ 078,no,0.0,39,8879,2,2,2,1,yes,yes,6.0,0.0,1,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
226-57-2188,Brian,Mitchell,1962-05-09,M,2607 Brenda Keys Suite 373,East Jill,IPM 427,no,0.0,24,3492,4,4,1,1,no,yes,11.0,1581.0,0,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
248-37-4131,Alan,Young,1989-09-30,M,3882 Joseph Land Suite 148,East Jill,191 XMA,no,0.0,12,2538,2,2,1,1,no,yes,3.0,0.0,0,Purpose.Retraining,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
192-14-5020,Rhonda,Todd,1998-08-20,F,780 Susan Islands,East Jill,86-95073,yes,1.0,12,1505,4,2,1,1,yes,yes,0.0,428.0,1,Purpose.NewCar,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
505-30-7059,Nathan,Coleman,1960-12-07,M,369 Davis Mountains Apt. 350,New Roberttown,3LPY 85,no,2.0,20,11642,1,4,1,1,no,yes,,505.0,0,Purpose.UsedCar,Property.RealEstate,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
756-28-3580,Tyler,Smith,1987-01-24,M,92360 Stuart Place,Lake Debra,CDV-8723,no,2.0,18,3494,4,2,1,1,no,yes,4.0,1279.0,0,Purpose.Business,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
550-96-3952,Jacob,Johnson,1981-11-26,M,614 Orozco Course,North Judithbury,1HTD 49,no,0.0,22,4815,3,4,1,1,yes,yes,12.0,583.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
438-90-5718,Andrew,Barker,1983-02-27,M,073 Clay Courts,North Judithbury,893940,no,2.0,48,4952,4,3,2,2,no,yes,11.0,190.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
303-59-1004,Timothy,Mullins,1972-05-30,M,19043 Lynn Fort,North Judithbury,BXF-3332,no,2.0,48,11203,4,4,1,1,yes,yes,12.0,0.0,1,Purpose.Education,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
036-69-2869,Matthew,Perez,1994-08-10,M,13546 Hailey Village,Lake Debra,HPM 025,no,2.0,40,10796,4,3,1,1,no,yes,2.0,0.0,1,Purpose.Education,Property.Unknown,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
606-75-5408,Melinda,Orozco,1982-12-14,F,23126 Ryan Squares,Lisatown,ZIW 888,yes,2.0,21,2138,2,4,1,2,yes,yes,13.0,0.0,1,Purpose.Business,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
792-69-7617,Stephen,Moore,1980-03-31,M,6297 Stewart Rest,North Judithbury,0X Z3646,no,2.0,24,11363,3,4,1,2,no,yes,12.0,88.0,0,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
185-69-3798,Timothy,Baxter,1994-04-24,M,203 Ann Locks,Lake Chad,SWX 208,yes,2.0,6,2198,1,2,2,1,yes,yes,1.0,189.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
563-18-2922,Robert,Allen,1971-01-22,M,981 Amber Corner,East Jill,4QRC 45,no,1.0,24,5206,3,4,1,1,yes,yes,12.0,0.0,0,Purpose.Furniture.Equipment,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
698-36-5533,Andrew,Henry,1989-09-28,M,31829 Jones Stravenue,North Judithbury,R57 2CX,no,0.0,24,5512,4,3,1,1,no,yes,11.0,696.0,0,Purpose.Furniture.Equipment,Property.Unknown,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
450-69-6088,Amanda,Cannon,1999-10-09,F,001 Martin Summit,Lake Roberto,S37 1CC,yes,1.0,9,4142,2,4,1,1,yes,yes,0.0,485.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
